1	Q0	394	1	34.59892298151979	bm25
1	Q0	9795	1	26.764480386889787	bm25
1	Q0	4638	1	24.744590282745193	bm25
1	Q0	4561	1	20.978367898287598	bm25
1	Q0	4612	1	20.920130820025495	bm25
1	Q0	7850	1	20.4630029911847	bm25
1	Q0	5703	1	20.281417097532607	bm25
1	Q0	528	1	20.099175160893488	bm25
1	Q0	6925	1	20.099175160893488	bm25
1	Q0	9877	1	20.06393246515684	bm25
1	Q0	3055	1	19.618331503076234	bm25
1	Q0	4652	1	19.295991970775617	bm25
1	Q0	9886	1	18.666377697294312	bm25
1	Q0	5203	1	17.796306607322617	bm25
1	Q0	366	1	17.59867446174382	bm25
1	Q0	9884	1	17.59867446174382	bm25
1	Q0	122	1	17.2240924669535	bm25
1	Q0	9883	1	17.2240924669535	bm25
1	Q0	3101	1	17.157463599169606	bm25
1	Q0	9797	1	17.111098750155133	bm25
1	Q0	4850	1	17.002433845896345	bm25
1	Q0	5720	1	16.968112638615118	bm25
1	Q0	5569	1	16.865123855431868	bm25
1	Q0	1303	1	16.82221811828284	bm25
1	Q0	5556	1	16.585378128495158	bm25
1	Q0	9878	1	16.52081235776346	bm25
1	Q0	9880	1	16.52081235776346	bm25
1	Q0	2758	1	16.24647056769808	bm25
1	Q0	434	1	16.228610202037316	bm25
1	Q0	5656	1	16.215389352516162	bm25
1	Q0	9885	1	16.190278233378294	bm25
1	Q0	1151	1	15.97072484061983	bm25
1	Q0	6471	1	15.893149464410545	bm25
1	Q0	749	1	15.872710765099662	bm25
1	Q0	750	1	15.872710765099662	bm25
1	Q0	9882	1	15.872710765099662	bm25
1	Q0	580	1	15.84531617198002	bm25
1	Q0	4542	1	15.713281495790955	bm25
1	Q0	753	1	15.567361620002806	bm25
1	Q0	4532	1	15.335816185319773	bm25
1	Q0	5568	1	15.273538962127407	bm25
1	Q0	6452	1	15.273538962127407	bm25
1	Q0	9881	1	15.273538962127407	bm25
1	Q0	275	1	15.234660119315476	bm25
1	Q0	2403	1	15.230688808571491	bm25
1	Q0	568	1	15.122591366422935	bm25
1	Q0	7792	1	14.929858216491532	bm25
1	Q0	8386	1	14.892961629557504	bm25
1	Q0	5688	1	14.82450897653185	bm25
1	Q0	2886	1	14.806385476562332	bm25
1	Q0	752	1	14.717957422501602	bm25
1	Q0	9892	1	14.717957422501602	bm25
1	Q0	8608	1	14.633859240540335	bm25
1	Q0	2759	1	14.62124391202456	bm25
1	Q0	3597	1	14.62124391202456	bm25
1	Q0	6381	1	14.602515808688322	bm25
1	Q0	6339	1	14.589070335186602	bm25
1	Q0	8881	1	14.515829105688084	bm25
1	Q0	1330	1	14.45505304114359	bm25
1	Q0	8239	1	14.334452582975416	bm25
1	Q0	85	1	14.306904262855188	bm25
1	Q0	4940	1	14.306904262855188	bm25
1	Q0	4121	1	14.250776899940451	bm25
1	Q0	9895	1	14.201376261594099	bm25
1	Q0	4614	1	14.132655225150284	bm25
1	Q0	4615	1	14.132655225150284	bm25
1	Q0	516	1	14.084487485737288	bm25
1	Q0	6344	1	14.07005953335591	bm25
1	Q0	10099	1	14.058695473404255	bm25
1	Q0	8992	1	13.941244811394888	bm25
1	Q0	8311	1	13.938903923298938	bm25
1	Q0	4527	1	13.788557951763305	bm25
1	Q0	616	1	13.702092221443728	bm25
1	Q0	7925	1	13.648663444064514	bm25
